Device,Experiment,Plate Name,Animal Description,Plate Position Name,Plate Row,Plate Column,Plate Center Position X (inches),Plate Center Position Y (inches),Plate Size X (inches),Plate Size Y (inches),Strain,Genotype,Condition 1,Condition 2,Condition 3,Culturing Temperature,Experiment Temperature, Food Source,Environmental Conditions,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Age at Death (d),Duration Not Fast Moving (d),Longest Gap in Measurement (d),Age at Death-Associated Posture Relaxation Start (d),Age at Death-Associated Posture Relaxation End (d),Censored,Censored Reason,Event Observation Type,Annotation Source,Technique,Analysis Type,Event Type, Special Flag,All
Polaris,RL_031719,Polaris_a::1,JK574::virgin::null::48::20::OP50-1,a::1,1,a,1.05156,3.28906,1.80937,1.85938,JK574,,virgin,null,48,20,20,OP50-1,,,,,1,31.179,7.20833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,virgin_null
Polaris,RL_031719,Polaris_a::1,JK574::virgin::null::48::20::OP50-1,a::1,1,a,1.05156,3.28906,1.80937,1.85938,JK574,,virgin,null,48,20,20,OP50-1,,,,,1,32.7207,11.6667,0.0833333,33.179,35.0957,0,,,Automated Analysis,Lifespan Machine,,,,virgin_null
Polaris,RL_031719,Polaris_a::1,JK574::virgin::null::48::20::OP50-1,a::1,1,a,1.05156,3.28906,1.80937,1.85938,JK574,,virgin,null,48,20,20,OP50-1,,,,,1,33.5957,10.0417,0,34.2623,36.304,0,,,Storyboard Annotation,Lifespan Machine,,,,virgin_null
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,8.07484,49710,0,8.72067,9.63734,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,13.4707,1.29167,0,13.804,15.8873,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,13.9707,0.833333,0,14.554,16.9707,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,14.0123,1.29167,0.0416667,14.804,16.7207,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,14.2207,0.375,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,14.5123,1.54167,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,14.5957,0.75,0.0416667,17.2207,17.804,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,14.7207,0.875,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,14.7623,2.20833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,15.054,1.20833,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,15.054,1.20833,0.0416667,15.679,17.554,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,15.179,3.91667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,15.304,1.70833,0,16.679,19.1373,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,15.554,0.125,0.0416667,15.429,17.679,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,15.804,1.70833,0.0416667,15.7207,17.8873,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,15.804,5,0.0416667,11.179,11.2207,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,16.179,2.20833,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,16.3457,2.625,0,17.679,19.3457,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,16.429,3.875,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,16.679,2.16667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,16.7623,1.29167,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,16.8457,3.33333,0,17.554,20.6373,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,18.5957,5.70833,0,18.3457,18.8457,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,21.554,6,0,22.804,24.9707,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,21.5957,1.95833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,21.6373,5.16667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,22.0957,8.41667,0,21.929,23.9707,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,22.2207,7.95833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,23.1373,5.04167,0.25,22.9707,24.429,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,24.5332,11.5625,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,25.6373,11.1667,0,26.179,29.0957,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,27.804,13,0.25,28.804,29.9707,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,28.0123,10.875,0,28.3873,30.0123,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,28.5123,7.79167,0.0416667,28.054,30.1373,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,28.8873,8.41667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,28.929,13.8333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,29.0957,10.2917,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,29.3457,13.5,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,30.304,15.4167,0,30.804,33.4707,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,30.304,16,0,29.929,32.5123,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,30.4707,9,0,30.9707,32.179,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,30.9707,6.125,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,32.054,3.25,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,32.3873,9.70833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,33.429,14.625,0,32.6373,34.929,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,33.9707,13,0.0833333,33.304,34.7623,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_a::3,PX632::mated::skew::67::20::OP50-1,a::3,3,a,1.07656,7.84219,1.79688,1.85312,PX632,,mated,skew,67,20,20,OP50-1,,,,,1,34.0957,4.91667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,10.4811,0.791667,0,14.0228,15.4394,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,10.4811,0.416667,0,12.8144,13.3978,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,10.8144,0.916667,0,14.5644,16.2728,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,13.3561,1.75,0.0416667,15.0644,17.3561,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,13.5644,0.833333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,13.6061,4.58333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,13.9394,1.91667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,14.1894,4.58333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,14.2936,49709.6,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,15.8561,5.08333,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,16.5644,2.375,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,16.7311,2.33333,0,17.2728,19.0228,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,16.7728,1.95833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,17.5228,3.125,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,17.7936,3.5625,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,18.3561,4.08333,0,18.5228,19.4394,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,18.7728,4.375,0,18.1061,20.2728,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,18.7728,1.45833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,18.8978,5.875,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,19.1478,0.5,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,19.5228,5.29167,0,,,0,,Observed Multiple Worm,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,19.6894,2.41667,0.25,22.0644,23.2728,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,20.0644,7.25,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,20.3561,3.95833,0,19.6478,21.6478,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,21.3144,0.583333,0.0416667,,,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,21.7311,9.45833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,21.8144,7.41667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,21.9811,4.79167,0.25,,,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,22.6478,5.75,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,22.8561,7.70833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,23.0644,7.41667,0.25,,,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,23.3144,7.91667,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,23.8561,3.16667,0.0416667,25.1478,26.3978,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,24.1478,9.75,0,25.6894,26.3561,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,24.2728,6.70833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,24.3144,7.33333,0.25,,,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,24.4811,8.70833,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,24.8978,9,0,29.6478,30.2311,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,25.4394,1.375,0.0416667,25.2728,26.2728,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,25.8978,11.2083,0,30.9811,31.3561,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,26.5228,10.9583,0.25,,,0,,,Automated Analysis,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,28.7728,13.4583,0,30.9811,31.6894,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
Polaris,RL_031719,Polaris_b::0,JK574::mated::skew::51::20::OP50-1,b::0,0,b,2.31094,1.14219,1.87187,1.85312,JK574,,mated,skew,51,20,20,OP50-1,,,,,1,28.8144,10,0,,,0,,,Storyboard Annotation,Lifespan Machine,,,,mated_skew
